source_building_id,target_building_id,source_node_index,target_node_index,weight,is_self_loop
106,106,0,0,0.09389377385377884,True
106,109,0,1,0.04240613430738449,False
106,113,0,3,0.04174043610692024,False
106,139,0,9,0.03639976680278778,False
106,163,0,12,0.03657849133014679,False
106,171,0,17,0.03777627646923065,False
106,187,0,24,0.045899879187345505,False
106,202,0,31,0.06368550658226013,False
106,239,0,50,0.046690914779901505,False
106,240,0,51,0.04578396677970886,False
106,246,0,53,0.05806218460202217,False
106,284,0,65,0.06294780969619751,False
106,1008,0,72,0.03412429615855217,False
106,1227,0,87,0.05755603685975075,False
106,1241,0,99,0.02633618377149105,False
106,1242,0,100,0.026983994990587234,False
106,1259,0,109,0.05593579262495041,False
106,1272,0,119,0.06239444389939308,False
106,1311,0,133,0.06603938341140747,False
106,1312,0,134,0.033172670751810074,False
106,1321,0,138,0.025592036545276642,False
109,106,1,0,0.04981837049126625,False
109,109,1,1,0.11030561476945877,True
109,112,1,2,0.047934386879205704,False
109,138,1,8,0.07377155125141144,False
109,144,1,10,0.039325665682554245,False
109,163,1,12,0.02081914432346821,False
109,175,1,18,0.030343957245349884,False
109,246,1,53,0.023538997396826744,False
109,1011,1,74,0.051965177059173584,False
109,1030,1,82,0.06247137859463692,False
109,1224,1,86,0.06318565458059311,False
109,1227,1,87,0.055586352944374084,False
109,1232,1,92,0.029943646863102913,False
109,1236,1,96,0.02912411093711853,False
109,1246,1,102,0.03413587808609009,False
109,1259,1,109,0.05445333570241928,False
109,1272,1,119,0.07576029747724533,False
109,1294,1,125,0.029768144711852074,False
109,1298,1,129,0.04341587796807289,False
109,1302,1,132,0.02160298079252243,False
109,1311,1,133,0.052729532122612,False
112,109,2,1,0.04316265881061554,False
112,112,2,2,0.0993250161409378,True
112,138,2,8,0.030907360836863518,False
112,175,2,18,0.03459949418902397,False
112,184,2,23,0.05371789261698723,False
112,216,2,39,0.027918118983507156,False
112,220,2,41,0.04064098745584488,False
112,239,2,50,0.03418250009417534,False
112,246,2,53,0.06127619370818138,False
112,284,2,65,0.027939073741436005,False
112,793,2,67,0.02382124587893486,False
112,1017,2,76,0.0467732734978199,False
112,1028,2,80,0.05217145010828972,False
112,1030,2,82,0.05354566127061844,False
112,1032,2,84,0.03332831338047981,False
112,1227,2,87,0.05300503596663475,False
112,1237,2,97,0.051979996263980865,False
112,1240,2,98,0.05551161617040634,False
112,1271,2,118,0.07115267217159271,False
112,1272,2,119,0.058229830116033554,False
112,1311,2,133,0.046811580657958984,False
113,106,3,0,0.04288622736930847,False
113,113,3,3,0.09647119790315628,True
113,168,3,15,0.03510250523686409,False
113,183,3,22,0.07007801532745361,False
113,187,3,24,0.06874769926071167,False
113,191,3,26,0.04532463848590851,False
113,192,3,27,0.04827031120657921,False
113,202,3,31,0.0725625529885292,False
113,221,3,42,0.04988697171211243,False
113,240,3,51,0.06437838077545166,False
113,246,3,53,0.04731503501534462,False
113,248,3,55,0.043193746358156204,False
113,255,3,60,0.031082142144441605,False
113,1008,3,72,0.045860085636377335,False
113,1011,3,74,0.031196923926472664,False
113,1018,3,77,0.03429267555475235,False
113,1227,3,87,0.029119815677404404,False
113,1259,3,109,0.027729928493499756,False
113,1300,3,130,0.033894166350364685,False
113,1301,3,131,0.054133955389261246,False
113,1311,3,133,0.02847302332520485,False
114,114,4,4,0.10422147065401077,True
114,117,4,5,0.05287858843803406,False
114,119,4,6,0.045374851673841476,False
114,169,4,16,0.03145362436771393,False
114,171,4,17,0.05429934710264206,False
114,175,4,18,0.05416279286146164,False
114,203,4,32,0.05683108791708946,False
114,209,4,34,0.04390880838036537,False
114,217,4,40,0.03540410101413727,False
114,236,4,49,0.03856702893972397,False
114,287,4,66,0.05273188278079033,False
114,1022,4,79,0.04683861881494522,False
114,1029,4,81,0.0365833155810833,False
114,1229,4,89,0.07038552314043045,False
114,1231,4,91,0.07808655500411987,False
114,1268,4,115,0.04043535515666008,False
114,1295,4,126,0.027526114135980606,False
114,1311,4,133,0.029162997379899025,False
114,1312,4,134,0.030283689498901367,False
114,1324,4,141,0.03993092477321625,False
114,1331,4,143,0.030933329835534096,False
117,114,5,4,0.04631425067782402,False
117,117,5,5,0.09128344058990479,True
117,138,5,8,0.05442061275243759,False
117,144,5,10,0.04787149652838707,False
117,168,5,15,0.034134916961193085,False
117,175,5,18,0.042712002992630005,False
117,195,5,28,0.048719245940446854,False
117,203,5,32,0.04447731003165245,False
117,206,5,33,0.032431188970804214,False
117,213,5,37,0.04806290566921234,False
117,215,5,38,0.05263964459300041,False
117,248,5,55,0.04614165797829628,False
117,250,5,57,0.06330659985542297,False
117,253,5,58,0.03522389382123947,False
117,263,5,62,0.0547461062669754,False
117,1021,5,78,0.0490037240087986,False
117,1022,5,79,0.05196255445480347,False
117,1229,5,89,0.044999729841947556,False
117,1267,5,114,0.033061932772397995,False
117,1274,5,121,0.03683171048760414,False
117,1324,5,141,0.041655052453279495,False
119,114,6,4,0.04393957555294037,False
119,119,6,6,0.1009247899055481,True
119,121,6,7,0.034392476081848145,False
119,145,6,11,0.06414641439914703,False
119,203,6,32,0.05634186789393425,False
119,212,6,36,0.026510626077651978,False
119,215,6,38,0.02221563830971718,False
119,225,6,44,0.03830734267830849,False
119,236,6,49,0.0621449314057827,False
119,254,6,59,0.03209798038005829,False
119,263,6,62,0.041174858808517456,False
119,279,6,64,0.06115628778934479,False
119,1229,6,89,0.021855903789401054,False
119,1231,6,91,0.040113456547260284,False
119,1246,6,102,0.05506231263279915,False
119,1255,6,107,0.06686390936374664,False
119,1266,6,113,0.046032294631004333,False
119,1273,6,120,0.042581427842378616,False
119,1275,6,122,0.06532499194145203,False
119,1318,6,136,0.023580007255077362,False
119,1323,6,140,0.0552329383790493,False
121,117,7,5,0.03271561861038208,False
121,119,7,6,0.03179873153567314,False
121,121,7,7,0.09331344813108444,True
121,145,7,11,0.04921114072203636,False
121,168,7,15,0.040912531316280365,False
121,175,7,18,0.04998386651277542,False
121,195,7,28,0.04699201136827469,False
121,203,7,32,0.046292416751384735,False
121,213,7,37,0.0723462626338005,False
121,216,7,39,0.03956795856356621,False
121,244,7,52,0.052464067935943604,False
121,253,7,58,0.058082226663827896,False
121,263,7,62,0.05536947026848793,False
121,279,7,64,0.041595228016376495,False
121,1032,7,84,0.036013584583997726,False
121,1224,7,86,0.057591747492551804,False
121,1240,7,98,0.03225927799940109,False
121,1249,7,103,0.03416939824819565,False
121,1273,7,120,0.0322735533118248,False
121,1318,7,136,0.04135176166892052,False
121,1323,7,140,0.05569565296173096,False
138,109,8,1,0.06469926983118057,False
138,112,8,2,0.030103109776973724,False
138,117,8,5,0.05767392739653587,False
138,121,8,7,0.02915877290070057,False
138,138,8,8,0.09674044698476791,True
138,144,8,10,0.04850032180547714,False
138,175,8,18,0.03916895389556885,False
138,177,8,20,0.06495878100395203,False
138,195,8,28,0.03877156227827072,False
138,213,8,37,0.04105173423886299,False
138,217,8,40,0.045476824045181274,False
138,250,8,57,0.046784985810518265,False
138,253,8,58,0.039968833327293396,False
138,263,8,62,0.04063038527965546,False
138,1029,8,81,0.030157899484038353,False
138,1030,8,82,0.07182107865810394,False
138,1032,8,84,0.02629869431257248,False
138,1224,8,86,0.043164800852537155,False
138,1294,8,125,0.044015295803546906,False
138,1298,8,129,0.05477343499660492,False
138,1325,8,142,0.04608093574643135,False
139,106,9,0,0.04739837348461151,False
139,139,9,9,0.12226484715938568,True
139,163,9,12,0.05823005363345146,False
139,171,9,17,0.07946744561195374,False
139,220,9,41,0.02290971763432026,False
139,226,9,45,0.035936471074819565,False
139,228,9,46,0.06428127735853195,False
139,284,9,65,0.025176942348480225,False
139,1003,9,71,0.0842786505818367,False
139,1018,9,77,0.03141839802265167,False
139,1031,9,83,0.027959872037172318,False
139,1233,9,93,0.020548634231090546,False
139,1241,9,99,0.09220443665981293,False
139,1249,9,103,0.05395829677581787,False
139,1259,9,109,0.015340614132583141,False
139,1265,9,112,0.025770744308829308,False
139,1268,9,115,0.03248627111315727,False
139,1276,9,123,0.017663056030869484,False
139,1312,9,134,0.06418127566576004,False
139,1318,9,136,0.021452825516462326,False
139,1322,9,139,0.05707182362675667,False
144,109,10,1,0.0358000211417675,False
144,117,10,5,0.05266108736395836,False
144,138,10,8,0.050343260169029236,False
144,144,10,10,0.10041644424200058,True
144,168,10,15,0.07421067357063293,False
144,177,10,20,0.03064166195690632,False
144,195,10,28,0.02891719341278076,False
144,206,10,33,0.024800987914204597,False
144,216,10,39,0.022163109853863716,False
144,232,10,47,0.06507354229688644,False
144,248,10,55,0.05958252772688866,False
144,250,10,57,0.05390942096710205,False
144,253,10,58,0.07028200477361679,False
144,263,10,62,0.023781485855579376,False
144,1008,10,72,0.04145876690745354,False
144,1011,10,74,0.04816737398505211,False
144,1018,10,77,0.05761106684803963,False
144,1030,10,82,0.04304327815771103,False
144,1252,10,105,0.03633410111069679,False
144,1268,10,115,0.02841375581920147,False
144,1321,10,138,0.05238813906908035,False
145,119,11,6,0.0697687491774559,False
145,121,11,7,0.05789027363061905,False
145,145,11,11,0.10977069288492203,True
145,179,11,21,0.024738525971770287,False
145,203,11,32,0.049223486334085464,False
145,213,11,37,0.03710310533642769,False
145,225,11,44,0.023463547229766846,False
145,263,11,62,0.025029081851243973,False
145,279,11,64,0.045150306075811386,False
