source_building_id,target_building_id,source_node_index,target_node_index,weight,is_self_loop
0,0,0,0,0.06838186830282211,True
0,1,0,1,0.050685107707977295,False
0,20,0,20,0.04988609626889229,False
0,34,0,34,0.03981814160943031,False
0,36,0,36,0.038640961050987244,False
0,52,0,52,0.04213453829288483,False
0,54,0,54,0.053829312324523926,False
0,59,0,59,0.04483892768621445,False
0,74,0,74,0.057414814829826355,False
0,103,0,103,0.05052510276436806,False
0,149,0,149,0.04265275597572327,False
0,549,0,548,0.04287399724125862,False
0,759,0,754,0.04905395954847336,False
0,844,0,828,0.04654412716627121,False
0,876,0,860,0.05639718472957611,False
0,1003,0,977,0.04180913418531418,False
0,1024,0,998,0.045667193830013275,False
0,1199,0,1159,0.0416211374104023,False
0,1277,0,1236,0.05225026607513428,False
0,1300,0,1259,0.040983472019433975,False
0,1321,0,1280,0.043991848826408386,False
1,0,1,0,0.05359944328665733,False
1,1,1,1,0.07231374084949493,True
1,9,1,9,0.050539519637823105,False
1,20,1,20,0.0677923634648323,False
1,25,1,25,0.03789406642317772,False
1,36,1,36,0.05166725441813469,False
1,52,1,52,0.06995276361703873,False
1,54,1,54,0.0714285671710968,False
1,59,1,59,0.032514214515686035,False
1,65,1,65,0.031753458082675934,False
1,74,1,74,0.046907853335142136,False
1,84,1,84,0.03886986896395683,False
1,90,1,90,0.04378852993249893,False
1,103,1,103,0.07047741860151291,False
1,392,1,392,0.03913050889968872,False
1,543,1,542,0.03658110648393631,False
1,579,1,578,0.04322494938969612,False
1,718,1,717,0.038334351032972336,False
1,940,1,918,0.03821471706032753,False
1,1007,1,981,0.03160079941153526,False
1,1010,1,984,0.03341459482908249,False
2,2,2,2,0.07733125984668732,True
2,39,2,39,0.07033656537532806,False
2,85,2,85,0.06214936450123787,False
2,182,2,182,0.06347551941871643,False
2,217,2,217,0.03551357612013817,False
2,310,2,310,0.06645788997411728,False
2,311,2,311,0.039348531514406204,False
2,315,2,315,0.037212032824754715,False
2,353,2,353,0.042115066200494766,False
2,487,2,486,0.0367606058716774,False
2,490,2,489,0.04434990882873535,False
2,517,2,516,0.03698217123746872,False
2,563,2,562,0.03689078614115715,False
2,663,2,662,0.035563770681619644,False
2,756,2,752,0.05173041671514511,False
2,848,2,832,0.03816525265574455,False
2,959,2,935,0.040847424417734146,False
2,1178,2,1141,0.044253889471292496,False
2,1237,2,1196,0.03673851117491722,False
2,1268,2,1227,0.04744338244199753,False
2,1313,2,1272,0.05633402615785599,False
3,3,3,3,0.0738520547747612,True
3,22,3,22,0.0522347018122673,False
3,60,3,60,0.040650609880685806,False
3,96,3,96,0.055104810744524,False
3,102,3,102,0.040270302444696426,False
3,104,3,104,0.04876149073243141,False
3,147,3,147,0.042851876467466354,False
3,272,3,272,0.04034192115068436,False
3,297,3,297,0.04687737673521042,False
3,351,3,351,0.039314839988946915,False
3,373,3,373,0.04920122027397156,False
3,845,3,829,0.04546327516436577,False
3,898,3,881,0.04692544788122177,False
3,935,3,913,0.05089886486530304,False
3,957,3,933,0.042389050126075745,False
3,1008,3,982,0.051745615899562836,False
3,1020,3,994,0.04679243266582489,False
3,1046,3,1020,0.047120481729507446,False
3,1083,3,1054,0.045872751623392105,False
3,1341,3,1299,0.04706037417054176,False
3,1362,3,1318,0.046270500868558884,False
4,4,4,4,0.09394098073244095,True
4,10,4,10,0.08714094758033752,False
4,13,4,13,0.08286988735198975,False
4,30,4,30,0.08739311248064041,False
4,101,4,101,0.06109929084777832,False
4,159,4,159,0.04746326059103012,False
4,175,4,175,0.03316420316696167,False
4,184,4,184,0.03233203664422035,False
4,256,4,256,0.03222747892141342,False
4,295,4,295,0.032172512263059616,False
4,377,4,377,0.03581550344824791,False
4,508,4,507,0.03480605036020279,False
4,572,4,571,0.03276672959327698,False
4,605,4,604,0.032214440405368805,False
4,660,4,659,0.04286864399909973,False
4,706,4,705,0.041733790189027786,False
4,730,4,729,0.03210905194282532,False
4,758,4,753,0.0330154187977314,False
4,820,4,804,0.05570830777287483,False
4,926,4,907,0.03545935079455376,False
4,941,4,919,0.033698949962854385,False
5,5,5,5,0.07816308736801147,True
5,55,5,55,0.03892592713236809,False
