source_building_id,target_building_id,source_node_index,target_node_index,weight,is_self_loop
745,745,0,0,0.10040264576673508,True
745,764,0,10,0.07057295739650726,False
745,767,0,13,0.07768943160772324,False
745,898,0,47,0.028749756515026093,False
745,907,0,54,0.04178110510110855,False
745,945,0,77,0.030882306396961212,False
745,948,0,79,0.07466011494398117,False
745,963,0,91,0.05265127122402191,False
745,991,0,109,0.037028007209300995,False
745,1072,0,115,0.030836066231131554,False
745,1086,0,124,0.034977905452251434,False
745,1151,0,160,0.07113233208656311,False
745,1204,0,190,0.03734106943011284,False
745,1214,0,197,0.03610195964574814,False
745,1218,0,198,0.03093251772224903,False
745,1250,0,212,0.06572695821523666,False
745,1259,0,216,0.04529169946908951,False
745,1306,0,238,0.030612191185355186,False
745,1307,0,239,0.04218918830156326,False
745,1309,0,241,0.030156752094626427,False
745,1433,0,306,0.030283760279417038,False
747,747,1,1,0.08634378015995026,True
747,757,1,6,0.026974137872457504,False
747,758,1,7,0.06754929572343826,False
747,759,1,8,0.0480525903403759,False
747,774,1,18,0.028094671666622162,False
747,783,1,20,0.031177179887890816,False
747,798,1,29,0.04390887916088104,False
747,876,1,33,0.05316721647977829,False
747,898,1,47,0.05553242936730385,False
747,900,1,49,0.05764247849583626,False
747,933,1,74,0.049091704189777374,False
747,994,1,111,0.028467541560530663,False
747,1098,1,132,0.02996603585779667,False
747,1108,1,140,0.031965795904397964,False
747,1111,1,142,0.06142277643084526,False
747,1218,1,198,0.03187176585197449,False
747,1232,1,203,0.07935222238302231,False
747,1296,1,231,0.025766676291823387,False
747,1298,1,233,0.02571839466691017,False
747,1326,1,244,0.07581200450658798,False
747,1346,1,258,0.0621224083006382,False
750,750,2,2,0.09750396758317947,True
750,757,2,6,0.08121564984321594,False
750,784,2,21,0.04497384652495384,False
750,976,2,102,0.03249601274728775,False
750,1178,2,177,0.02731449343264103,False
750,1212,2,196,0.026766011491417885,False
750,1292,2,227,0.09052642434835434,False
750,1293,2,228,0.09209936857223511,False
750,1294,2,229,0.05638585984706879,False
750,1296,2,231,0.052287593483924866,False
750,1298,2,233,0.026934605091810226,False
750,1305,2,237,0.05336726829409599,False
750,1337,2,250,0.03822385147213936,False
750,1348,2,260,0.040119513869285583,False
750,1382,2,279,0.029384203255176544,False
750,1390,2,285,0.02549416944384575,False
750,1394,2,288,0.058170389384031296,False
750,1409,2,293,0.027865728363394737,False
750,1414,2,296,0.038022566586732864,False
750,1431,2,305,0.030448125675320625,False
750,1436,2,308,0.03040032833814621,False
751,751,3,3,0.13488370180130005,True
751,770,3,15,0.09074326604604721,False
751,774,3,18,0.07062685489654541,False
751,885,3,37,0.01609046384692192,False
751,889,3,41,0.016052566468715668,False
