source_building_id,target_building_id,source_node_index,target_node_index,weight,is_self_loop
106,106,0,0,0.10780084133148193,True
106,112,0,2,0.06475966423749924,False
106,183,0,22,0.036363083869218826,False
106,220,0,41,0.043370410799980164,False
106,221,0,42,0.03651413321495056,False
106,225,0,44,0.04525790363550186,False
106,239,0,50,0.052602797746658325,False
106,240,0,51,0.053821906447410583,False
106,246,0,53,0.05749262124300003,False
106,247,0,54,0.03381207585334778,False
106,284,0,65,0.03497801348567009,False
106,1017,0,76,0.04107270389795303,False
106,1235,0,95,0.050887566059827805,False
106,1259,0,109,0.03411422297358513,False
106,1268,0,115,0.03586582466959953,False
106,1270,0,117,0.043155960738658905,False
106,1271,0,118,0.03349870443344116,False
106,1272,0,119,0.050191428512334824,False
106,1302,0,132,0.042113643139600754,False
106,1311,0,133,0.06236673519015312,False
106,1321,0,138,0.03995979204773903,False
109,109,1,1,0.10926377028226852,True
109,113,1,3,0.0468909852206707,False
109,119,1,6,0.04573559761047363,False
109,121,1,7,0.033229760825634,False
109,138,1,8,0.06751956790685654,False
109,163,1,12,0.040925025939941406,False
109,168,1,15,0.0524289608001709,False
109,175,1,18,0.03946478292346001,False
109,183,1,22,0.06234493479132652,False
109,202,1,31,0.037461504340171814,False
109,210,1,35,0.053536053746938705,False
109,240,1,51,0.03889000788331032,False
109,793,1,67,0.036047182977199554,False
109,1246,1,102,0.04485021159052849,False
109,1251,1,104,0.03681826591491699,False
109,1270,1,117,0.042440418154001236,False
109,1272,1,119,0.0570363812148571,False
109,1297,1,128,0.03974152356386185,False
109,1311,1,133,0.036087747663259506,False
109,1321,1,138,0.033054955303668976,False
109,1325,1,142,0.046232275664806366,False
112,106,2,0,0.06529974192380905,False
112,112,2,2,0.10869988054037094,True
112,138,2,8,0.04025674983859062,False
112,192,2,27,0.02938750945031643,False
112,225,2,44,0.04400688782334328,False
112,240,2,51,0.06189989298582077,False
112,246,2,53,0.04788312688469887,False
112,248,2,55,0.043077126145362854,False
112,255,2,60,0.05014069378376007,False
112,279,2,64,0.03188900649547577,False
112,1017,2,76,0.06592890620231628,False
112,1028,2,80,0.04199950769543648,False
112,1234,2,94,0.032134994864463806,False
112,1235,2,95,0.02996111288666725,False
112,1259,2,109,0.04308277368545532,False
112,1270,2,117,0.05459427088499069,False
112,1272,2,119,0.03829030320048332,False
112,1301,2,131,0.030602600425481796,False
112,1302,2,132,0.05317714810371399,False
112,1311,2,133,0.046545565128326416,False
112,1321,2,138,0.041142165660858154,False
113,109,3,1,0.04748613387346268,False
113,113,3,3,0.11065056920051575,True
113,119,3,6,0.039059486240148544,False
113,138,3,8,0.03291231766343117,False
113,195,3,28,0.06289644539356232,False
113,200,3,29,0.03339717537164688,False
113,220,3,41,0.03795257583260536,False
113,225,3,44,0.04124850407242775,False
113,236,3,49,0.034400880336761475,False
113,246,3,53,0.03300632908940315,False
113,254,3,59,0.053074389696121216,False
113,255,3,60,0.053860362619161606,False
113,1011,3,74,0.036715902388095856,False
113,1032,3,84,0.03824358060956001,False
113,1236,3,96,0.07374905794858932,False
113,1242,3,100,0.032015878707170486,False
113,1246,3,102,0.046436671167612076,False
113,1260,3,110,0.058958567678928375,False
113,1267,3,114,0.042673781514167786,False
113,1270,3,117,0.05211692303419113,False
113,1271,3,118,0.03914449363946915,False
114,114,4,4,0.10127000510692596,True
114,119,4,6,0.045587968081235886,False
114,166,4,13,0.031214799731969833,False
114,171,4,17,0.03977106511592865,False
114,212,4,36,0.0304829403758049,False
114,1011,4,74,0.044259656220674515,False
114,1224,4,86,0.03357424959540367,False
114,1244,4,101,0.04998715594410896,False
114,1249,4,103,0.04115748032927513,False
114,1255,4,107,0.04272967576980591,False
114,1266,4,113,0.033242203295230865,False
114,1268,4,115,0.05472998693585396,False
114,1293,4,124,0.043269287794828415,False
114,1295,4,126,0.04561566188931465,False
114,1296,4,127,0.06491978466510773,False
114,1311,4,133,0.030473094433546066,False
114,1319,4,137,0.0796923115849495,False
114,1323,4,140,0.04238007217645645,False
114,1324,4,141,0.059116825461387634,False
114,1325,4,142,0.03242987021803856,False
114,1331,4,143,0.05409592390060425,False
117,117,5,5,0.1283101886510849,True
117,139,5,9,0.049402911216020584,False
117,145,5,11,0.04914184287190437,False
117,169,5,16,0.0292887594550848,False
117,176,5,19,0.029728595167398453,False
117,253,5,58,0.03414316475391388,False
117,263,5,62,0.034956809133291245,False
117,1009,5,73,0.05101628229022026,False
117,1018,5,77,0.03267623111605644,False
117,1021,5,78,0.04357964172959328,False
117,1228,5,88,0.04966811090707779,False
117,1229,5,89,0.03416905924677849,False
117,1230,5,90,0.043130118399858475,False
117,1252,5,105,0.04987185075879097,False
117,1255,5,107,0.040900178253650665,False
117,1273,5,120,0.052379485219717026,False
117,1274,5,121,0.04902496188879013,False
117,1300,5,130,0.030562832951545715,False
117,1312,5,134,0.05136745423078537,False
117,1322,5,139,0.07299423217773438,False
117,1324,5,141,0.04368725046515465,False
119,109,6,1,0.04169849306344986,False
119,114,6,4,0.04484475031495094,False
119,119,6,6,0.09961900860071182,True
119,121,6,7,0.04320644959807396,False
119,138,6,8,0.037610724568367004,False
119,175,6,18,0.038956206291913986,False
119,210,6,35,0.06120317801833153,False
119,244,6,52,0.038258615881204605,False
119,254,6,59,0.03647516667842865,False
119,263,6,62,0.040143679827451706,False
119,1011,6,74,0.04160630330443382,False
119,1030,6,82,0.0408131368458271,False
119,1227,6,87,0.05446423217654228,False
119,1246,6,102,0.04360061138868332,False
119,1249,6,103,0.040040284395217896,False
119,1266,6,113,0.038716766983270645,False
119,1267,6,114,0.04012167453765869,False
119,1272,6,119,0.054667484015226364,False
119,1295,6,126,0.04948242008686066,False
119,1323,6,140,0.053507138043642044,False
119,1325,6,142,0.060963623225688934,False
121,109,7,1,0.031006764620542526,False
121,119,7,6,0.04421929270029068,False
121,121,7,7,0.10195426642894745,True
121,168,7,15,0.06943392008543015,False
121,169,7,16,0.037483394145965576,False
121,175,7,18,0.05301162227988243,False
121,177,7,20,0.037071000784635544,False
121,213,7,37,0.03539500758051872,False
121,216,7,39,0.041640982031822205,False
121,244,7,52,0.04560871422290802,False
121,253,7,58,0.03353864699602127,False
121,263,7,62,0.0442451648414135,False
121,1227,7,87,0.04307078942656517,False
121,1249,7,103,0.04214034974575043,False
121,1262,7,111,0.06335440278053284,False
121,1273,7,120,0.03603796660900116,False
121,1293,7,124,0.03627033531665802,False
121,1294,7,125,0.06998882442712784,False
121,1297,7,128,0.04150565713644028,False
121,1318,7,136,0.037459395825862885,False
121,1323,7,140,0.055563490837812424,False
138,109,8,1,0.060388967394828796,False
138,112,8,2,0.03619209676980972,False
138,119,8,6,0.036895520985126495,False
138,138,8,8,0.09772464632987976,True
138,163,8,12,0.03366612270474434,False
138,177,8,20,0.04454420134425163,False
138,210,8,35,0.036175116896629333,False
138,217,8,40,0.03916618600487709,False
138,225,8,44,0.04649299755692482,False
138,240,8,51,0.04104571416974068,False
